City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Payo,ID,-3.7508,103.6372,72.46,94,90,1.7,overcast clouds
459,Tselinnoye,RU,53.0833,85.6667,54.28,63,65,8.7,broken clouds
460,Chambersburg,US,39.9376,-77.6611,81.73,69,100,3.0,overcast clouds
461,Gwembe,ZM,-16.4975,27.6069,64.27,60,47,4.23,scattered clouds
462,At-Bashi,KG,41.1702,75.8106,50.61,90,100,2.66,overcast clouds
463,Urumqi,CN,43.801,87.6005,65.35,37,0,2.24,clear sky
464,Handlova,SK,48.7276,18.7601,60.57,93,48,5.03,scattered clouds
465,Bilibino,RU,68.0546,166.4372,40.14,80,14,2.13,few clouds
466,Kolda,SN,12.8833,-14.95,91.71,55,0,11.5,clear sky
467,Sur,OM,22.5667,59.5289,89.37,43,6,16.26,clear sky
468,Pala,TD,9.3642,14.9046,81.77,61,76,8.5,broken clouds
469,Lindenberg,DE,49.3803,8.0986,65.93,86,73,9.84,broken clouds
470,Machico,PT,32.7,-16.7667,66.83,81,20,5.75,few clouds
471,Vikindu,TZ,-7.0067,39.2985,71.98,93,100,4.99,overcast clouds
472,Ukiah,US,39.1502,-123.2078,80.85,15,0,8.05,clear sky
473,Yenagoa,NG,4.9247,6.2642,76.33,93,99,4.81,overcast clouds
474,Kushima,JP,31.4583,131.2333,61.7,96,100,8.46,light rain
475,Kavaratti,IN,10.5669,72.642,82.44,79,99,13.09,overcast clouds
476,Andros Town,BS,24.7,-77.7667,82.36,79,100,12.97,overcast clouds
477,Alvand,IR,36.3187,49.1678,44.01,82,53,7.52,broken clouds
478,Komsomolskiy,UZ,40.4272,71.7189,66.92,55,73,3.53,broken clouds
479,Ambilobe,MG,-13.2,49.05,68.99,82,18,3.96,few clouds
480,Rocky Mountain House,CA,52.3668,-114.9188,43.66,61,92,11.12,overcast clouds
481,Mercedes,AR,-34.6515,-59.4307,55.04,57,17,6.6,few clouds
482,Benguela,AO,-12.5763,13.4055,70.05,78,24,0.13,few clouds
483,Villamontes,BO,-21.25,-63.5,59.45,42,92,2.08,overcast clouds
484,Bosaso,SO,11.2842,49.1816,86.56,38,43,6.31,scattered clouds
485,Yiyang,CN,28.5892,112.3283,63.23,88,78,1.21,broken clouds
486,Troitskoye,RU,52.9821,84.6757,55.35,58,72,6.35,broken clouds
487,Snezhnogorsk,RU,69.1933,33.2531,33.58,77,73,11.12,broken clouds
488,Sorong,ID,-0.8833,131.25,79.41,82,78,6.91,light rain
489,San Felipe,VE,10.3399,-68.7425,74.93,87,77,5.08,broken clouds
490,Majene,ID,-3.5403,118.9707,77.77,83,100,8.34,overcast clouds
491,Goderich,CA,43.7501,-81.7165,77.32,69,87,18.41,overcast clouds
492,Mitsamiouli,KM,-11.3847,43.2844,78.85,70,11,4.52,few clouds
493,Gamba,GA,-2.65,10.0,76.32,87,100,4.81,overcast clouds
494,Contamana,PE,-7.3333,-75.0167,75.99,68,50,3.24,scattered clouds
495,Tuy Hoa,VN,13.0833,109.3,76.86,92,100,5.86,overcast clouds
496,Bandipur,NP,27.9333,84.4167,61.79,81,7,1.99,clear sky
497,Clifton,US,40.8584,-74.1638,66.96,91,75,9.22,moderate rain
498,Ashland,US,40.8167,-82.2665,81.97,62,100,20.07,overcast clouds
499,Olafsvik,IS,64.8945,-23.7142,47.01,84,85,10.98,overcast clouds
500,Fairbanks,US,64.8378,-147.7164,73.02,29,0,1.99,clear sky
501,Merauke,ID,-8.4667,140.3333,80.53,74,13,10.25,few clouds
502,Acapulco,MX,16.8634,-99.8901,84.02,65,40,12.66,scattered clouds
503,Teya,RU,60.3778,92.6267,50.13,77,97,5.39,overcast clouds
504,Straumen,NO,63.8709,11.2999,57.2,81,88,5.26,overcast clouds
505,Uvira,CD,-3.4067,29.1458,71.74,78,100,4.21,overcast clouds
506,Dauphin,CA,51.1494,-100.0502,37.54,81,100,19.57,overcast clouds
507,Verkhoyansk,RU,67.5447,133.385,41.2,61,26,3.78,scattered clouds
508,Aripuana,BR,-9.1667,-60.6333,70.47,68,66,1.07,broken clouds
509,Bonavista,CA,48.6499,-53.1147,41.56,78,74,1.79,broken clouds
510,Kortkeros,RU,61.8106,51.5806,39.2,70,100,7.49,overcast clouds
511,Nowa Deba,PL,50.4297,21.7508,65.25,93,73,6.91,broken clouds
512,Sabang,ID,5.8933,95.3214,83.55,75,100,14.92,light rain
513,Muroto,JP,33.2833,134.15,63.63,75,100,16.13,light rain
514,Maceio,BR,-9.6658,-35.7353,74.64,83,75,6.91,broken clouds
515,Porto Novo,BJ,6.4965,2.6036,79.02,86,97,6.82,light rain
516,Kasama,ZM,-10.2129,31.1808,57.94,90,77,3.89,broken clouds
517,Luderitz,NA,-26.6481,15.1594,51.46,73,1,10.16,clear sky
518,Mogocha,RU,53.7333,119.7667,50.29,59,76,5.44,broken clouds
519,Yugorsk,RU,61.3133,63.3319,34.79,96,100,8.25,overcast clouds
520,Blagoyevo,RU,63.3667,47.9167,28.24,79,25,7.56,scattered clouds
521,Lompoc,US,34.6391,-120.4579,75.02,60,0,17.27,clear sky
522,Camacha,PT,33.0833,-16.3333,62.02,77,20,12.66,few clouds
523,Mindelo,CV,16.8901,-24.9804,72.95,68,40,24.16,scattered clouds
524,Ekhabi,RU,53.5102,142.9671,38.84,76,89,13.0,overcast clouds
525,Arman,RU,59.7,150.1667,39.02,99,100,7.9,light rain
526,Iskateley,RU,67.6803,53.1512,25.0,93,83,10.4,broken clouds
527,Bunbury,AU,-33.3333,115.6333,56.48,81,2,8.55,clear sky
528,Nouadhibou,MR,20.931,-17.0347,67.98,83,41,18.41,scattered clouds
529,Yulara,AU,-25.2406,130.9889,55.58,60,52,10.02,broken clouds
530,Kampene,CD,-3.6,26.6667,70.18,85,100,1.61,overcast clouds
531,Tres Arroyos,AR,-38.3739,-60.2798,51.03,55,100,7.65,overcast clouds
532,Ende,ID,-8.8432,121.6623,77.4,74,47,2.82,scattered clouds
533,Sobolevo,RU,54.4299,31.8996,46.87,95,100,14.16,moderate rain
534,Simao,CN,22.7886,100.9748,63.7,99,100,1.86,overcast clouds
535,Erenhot,CN,43.6475,111.9767,68.85,20,21,5.88,few clouds
536,Nalut,LY,30.3333,10.85,70.83,34,0,20.71,clear sky
537,Krasnogorsk,RU,55.8225,37.3181,43.14,70,0,6.71,clear sky
538,Gigante,CO,2.3868,-75.5453,70.16,87,44,3.96,scattered clouds
539,Balikpapan,ID,-1.2675,116.8289,77.99,94,20,5.75,few clouds
540,Yerbogachen,RU,61.2767,108.0108,49.35,74,100,3.02,overcast clouds
541,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.19,75,32,1.12,scattered clouds
542,Lokomotivnyy,RU,53.0118,60.5684,43.86,97,100,11.18,light rain
543,Nizip,TR,37.0097,37.7942,60.93,34,0,10.25,clear sky
544,Stromness,GB,58.965,-3.296,49.96,90,99,3.0,overcast clouds
545,Neryungri,RU,56.6709,124.6491,38.61,96,100,5.53,overcast clouds
546,Saint-Augustin,CA,51.226,-58.6502,51.64,61,52,10.4,broken clouds
547,Sechelt,CA,49.4664,-123.7694,64.27,62,78,3.98,broken clouds
548,Kabare,CD,-2.4683,28.8242,60.1,96,100,0.6,overcast clouds
549,Ust-Ilimsk,RU,58.0006,102.6619,56.26,86,94,2.62,overcast clouds
550,Moscow,RU,55.7522,37.6156,43.32,66,91,5.01,overcast clouds
551,Limon,CR,10.0,-83.0333,82.29,83,75,6.91,broken clouds
552,Jedburgh,GB,55.48,-2.552,49.91,88,61,9.33,broken clouds
553,Lafia,NG,8.4833,8.5167,77.72,79,64,3.22,broken clouds
554,Washington,US,47.5001,-120.5015,59.58,44,64,3.22,broken clouds
555,Vila Velha,BR,-20.3297,-40.2925,71.55,64,0,6.91,clear sky
556,Ornskoldsvik,SE,63.2909,18.7153,36.55,87,99,2.3,overcast clouds
557,Pimentel,PE,-6.8367,-79.9342,70.09,68,0,24.16,clear sky
558,Kaniama,CD,-7.5667,24.1833,74.88,55,98,3.47,overcast clouds
559,Namibe,AO,-15.1961,12.1522,66.06,71,27,9.86,scattered clouds
560,San Jose Iturbide,MX,21.0,-100.3833,87.58,12,19,10.69,few clouds
561,Mirador,BR,-6.3708,-44.3631,72.34,74,96,1.66,overcast clouds
562,Tamandare,BR,-8.7597,-35.1047,76.37,88,90,5.28,overcast clouds
563,Grand-Santi,GF,4.25,-54.3833,73.13,99,100,2.24,moderate rain
564,Tromso,NO,69.6496,18.957,45.37,61,75,3.44,broken clouds
565,Half Moon Bay,US,37.4636,-122.4286,81.54,40,0,25.32,clear sky
566,Karpogory,RU,64.0019,44.4451,27.7,89,51,5.77,broken clouds
567,Arlit,NE,18.7369,7.3853,86.2,26,36,6.76,scattered clouds
568,Asyut,EG,27.181,31.1837,76.14,49,97,17.07,overcast clouds
569,Emerald,AU,-23.5333,148.1667,60.35,93,98,13.69,overcast clouds
570,Mawlaik,MM,23.6333,94.4167,73.89,96,72,1.61,broken clouds
571,Noyabrsk,RU,63.1994,75.4507,37.11,82,70,13.82,broken clouds
572,Nhulunbuy,AU,-12.2333,136.7667,79.41,83,0,6.91,clear sky
573,Anuchino,RU,43.9622,133.0544,67.39,48,25,5.95,scattered clouds
574,Baturaja,ID,-4.1333,104.1667,72.93,96,70,1.7,broken clouds
575,Hirara,JP,24.8,125.2833,75.06,83,75,17.27,broken clouds
576,Claresholm,CA,50.0333,-113.5852,46.31,57,100,10.36,overcast clouds
577,Mangai,CD,-4.05,19.5333,70.48,99,99,1.45,light rain
578,Sisimiut,GL,66.9395,-53.6735,38.44,56,100,1.92,overcast clouds
579,Sivas,TR,39.7916,37.0019,36.23,86,0,0.0,clear sky
580,Fare,PF,-16.7,-151.0167,80.46,71,7,9.6,clear sky
581,Stranda,NO,62.3096,6.9358,54.36,80,97,1.74,light rain
582,Waipawa,NZ,-41.4122,175.5153,53.24,61,3,17.54,clear sky
583,Mbandaka,CD,0.0487,18.2603,70.84,96,100,2.46,overcast clouds
584,Banamba,ML,13.55,-7.45,87.03,27,27,4.29,scattered clouds
585,Mildura,AU,-34.2,142.15,54.0,71,84,12.71,broken clouds
586,Halifax,CA,44.6453,-63.5724,54.34,69,40,12.66,scattered clouds
587,Medea,DZ,36.2642,2.7539,68.77,39,1,5.84,clear sky
588,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,82,96,2.37,overcast clouds
589,Thurso,GB,58.5927,-3.5259,50.25,88,100,7.25,overcast clouds
590,Muros,ES,42.7762,-9.0603,65.08,73,72,10.85,broken clouds
591,Enshi,CN,30.3,109.4833,63.97,90,100,1.23,overcast clouds
592,Walvis Bay,NA,-22.9575,14.5053,54.09,76,0,3.44,clear sky
593,Batouri,CM,4.4333,14.3667,69.35,98,100,1.3,overcast clouds
594,Qaqortoq,GL,60.7167,-46.0333,38.68,80,23,3.58,few clouds
595,Vestmannaeyjar,IS,63.4427,-20.2734,49.93,81,100,3.51,overcast clouds
596,Gritsovskiy,RU,54.1376,38.1604,39.04,67,99,5.93,overcast clouds
597,Boende,CD,-0.2167,20.8667,70.75,99,100,1.25,overcast clouds
598,Partenit,UA,44.578,34.3446,58.21,58,68,5.75,broken clouds
599,Zhigansk,RU,66.7697,123.3711,34.48,89,59,6.02,broken clouds
600,Namli,IN,23.4333,75.05,80.17,64,0,17.69,clear sky
601,Ocampo,MX,21.65,-101.5,81.88,13,6,13.89,clear sky
602,Hovd,MN,48.0056,91.6419,56.66,48,4,4.54,clear sky
603,Narasannapeta,IN,18.4167,84.05,83.17,79,100,8.21,overcast clouds
604,Porto Santo,PT,33.072,-16.3415,64.78,77,20,12.66,few clouds
605,Esperance,AU,-33.8667,121.9,60.6,72,53,6.46,broken clouds
606,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,40,4.61,scattered clouds
607,Camiri,BO,-20.05,-63.5167,69.58,35,52,0.0,broken clouds
608,Gornopravdinsk,RU,60.05,69.9,39.04,84,87,11.99,overcast clouds
609,Pareora,NZ,-44.4871,171.2132,48.7,42,1,4.41,clear sky
610,Katobu,ID,-4.9408,122.5276,77.47,84,100,3.74,overcast clouds
611,Iquitos,PE,-3.7481,-73.2472,77.04,78,75,3.44,broken clouds
612,Pires Do Rio,BR,-17.2997,-48.2794,55.51,42,0,3.89,clear sky
613,Kodinsk,RU,58.6881,99.1844,56.62,60,45,2.73,scattered clouds
614,High Rock,BS,26.6208,-78.2833,78.82,77,100,7.87,overcast clouds
615,Zhongshu,CN,24.5167,103.7667,56.55,96,100,2.46,overcast clouds
616,Zhuhai,CN,22.2769,113.5678,78.85,94,20,5.75,few clouds
617,Inongo,CD,-1.95,18.2667,70.18,96,100,4.14,overcast clouds
618,Doha,QA,25.2867,51.5333,94.98,24,0,12.66,clear sky
619,Izhma,RU,65.0083,53.9113,31.39,84,99,8.57,overcast clouds
620,Placido De Castro,BR,-10.3353,-67.1856,70.54,68,29,2.42,scattered clouds
621,Ejido,VE,8.5514,-71.2375,70.2,86,71,4.29,broken clouds
622,Mayo,US,38.8876,-76.5119,90.12,72,0,6.91,haze
623,Tiznit,MA,29.5833,-9.5,67.17,74,75,2.08,broken clouds
624,Vallenar,CL,-28.5708,-70.7581,64.11,39,0,1.74,clear sky
625,Venice,US,27.0998,-82.4543,86.05,79,0,9.22,clear sky
626,Rocha,UY,-34.4833,-54.3333,49.03,83,25,5.66,scattered clouds
627,Kyabe,TD,9.4515,18.9449,80.01,69,100,8.95,overcast clouds
628,Saldanha,ZA,-33.0117,17.9442,51.85,72,1,14.63,clear sky
629,Puerto Escondido,MX,15.85,-97.0667,86.83,74,20,19.57,few clouds
630,Port Hardy,CA,50.6996,-127.4199,53.78,76,20,9.22,few clouds
631,Slave Lake,CA,55.2834,-114.769,49.98,46,20,14.97,few clouds
632,Alexandria,EG,31.2156,29.9553,66.92,78,0,15.32,clear sky
633,Krasnaya Gorka,RU,55.1962,56.6673,43.47,77,100,6.26,overcast clouds
634,Ostersund,SE,63.1792,14.6357,51.62,66,20,9.22,few clouds
635,Grebenskaya,RU,43.5317,46.3733,54.99,71,97,16.87,overcast clouds
636,Manitouwadge,CA,49.1215,-85.8403,54.64,70,100,7.72,overcast clouds
637,Kedgwick,CA,47.6446,-67.3434,56.07,65,65,9.17,broken clouds
638,Keelung,TW,25.1283,121.7419,73.11,86,99,7.78,overcast clouds
639,Ust-Maya,RU,60.4167,134.5333,43.41,63,100,9.26,overcast clouds
640,Mount Isa,AU,-20.7333,139.5,65.97,68,0,5.75,clear sky
641,Diffa,NE,13.3154,12.6113,87.44,14,11,7.25,few clouds
642,Porirua,NZ,-41.1333,174.85,56.55,70,26,23.47,scattered clouds
643,Kawardha,IN,22.0167,81.25,88.25,39,5,8.41,clear sky
644,Ayan,RU,56.45,138.1667,31.59,97,100,13.29,snow
645,Gravdal,NO,68.1214,13.5031,44.98,98,100,6.85,overcast clouds
646,General Salgado,BR,-20.6483,-50.3606,55.2,52,0,4.59,clear sky
647,Umm Kaddadah,SD,13.6017,26.6876,83.93,10,12,15.99,few clouds
648,Clonakilty,IE,51.6231,-8.8706,50.09,90,50,10.96,scattered clouds
649,Den Helder,NL,52.9599,4.7593,55.38,90,100,13.0,overcast clouds
650,Kizukuri,JP,40.8061,140.3861,70.11,45,78,4.7,broken clouds
651,Jiuquan,CN,39.7432,98.5174,63.41,28,83,3.22,broken clouds
652,Calais,FR,50.9167,1.8333,57.22,86,23,22.12,few clouds
653,Tabou,CI,4.423,-7.3528,77.97,86,100,9.42,overcast clouds
654,Krutinka,RU,56.0055,71.5113,45.63,71,84,10.04,light rain
655,Neftegorsk,RU,52.802,51.166,39.65,86,100,13.73,overcast clouds
656,Srivardhan,IN,18.0333,73.0167,81.63,82,100,6.69,overcast clouds
657,Gizo,SB,-8.103,156.8419,83.98,69,5,6.33,clear sky
658,New Castle,US,41.0037,-80.347,83.48,60,20,4.61,few clouds
659,Troianul,RO,44.0,25.0,59.74,52,21,6.33,few clouds
660,Chapais,CA,49.7834,-74.8492,56.98,62,100,18.68,overcast clouds
661,Sikonge,TZ,-5.6333,32.7667,63.61,60,100,3.29,overcast clouds
662,Sonoita,MX,31.85,-112.8333,81.41,26,0,29.59,clear sky
663,Pakxan,LA,18.3778,103.6601,74.21,98,100,2.59,overcast clouds
664,Asbe Teferi,ET,9.0833,40.8667,62.29,65,77,7.2,broken clouds
665,Kataysk,RU,56.289,62.5841,43.48,79,100,5.08,light rain
666,Marzuq,YE,14.4,46.4667,74.73,28,40,3.42,scattered clouds
667,Colares,PT,38.7992,-9.4469,79.79,63,100,7.0,light rain
668,Jacareacanga,BR,-6.2222,-57.7528,72.91,74,3,2.13,clear sky
669,Kysyl-Syr,RU,63.8986,122.7617,49.05,49,12,2.73,few clouds
670,Solnechnyy,RU,50.7214,136.6319,44.58,98,100,2.8,overcast clouds
671,Puerto Colombia,CO,10.9878,-74.9547,86.09,78,92,5.91,overcast clouds
672,Kaputa,ZM,-8.4689,29.6619,66.81,74,94,2.35,overcast clouds
673,Daru,PG,-9.0763,143.2092,82.72,71,56,10.78,broken clouds
674,Mangrol,IN,21.1167,70.1167,82.06,78,5,15.82,clear sky
675,Santa Rosa,PH,14.3122,121.1114,78.78,91,99,0.87,overcast clouds
676,Khakhea,BW,-24.6895,23.494,42.71,77,5,14.85,clear sky
677,Teknaf,BD,20.8624,92.3058,80.46,87,88,1.03,overcast clouds
678,Bambari,CF,5.768,20.6757,70.52,93,97,3.58,overcast clouds
679,Kolokani,ML,13.5728,-8.0339,88.36,24,54,2.51,broken clouds
680,Providencia,MX,28.7167,-111.5833,93.2,40,0,18.28,clear sky
681,Shahr-E Babak,IR,30.1165,55.1186,69.78,14,0,2.53,clear sky
682,Lorton,US,38.7043,-77.2278,92.01,55,0,6.91,clear sky
683,Oistins,BB,13.0667,-59.5333,82.49,74,20,19.57,few clouds
684,Landeck,AT,47.1301,10.5636,57.94,85,100,7.14,overcast clouds
685,Molchanovo,RU,57.5817,83.7692,50.54,77,50,12.48,scattered clouds
686,Bianzhuang,CN,34.8486,118.0447,71.94,41,19,3.27,few clouds
687,Zhaoyang,CN,42.682,126.0305,64.6,60,60,9.69,broken clouds
688,Utinga,BR,-5.8172,-35.3954,83.25,83,40,8.05,light rain
